,w/c_ratio,fiber,concentration,specific_mass,elastic_modulus,fiber_tensile_strength,toughness_factor
1556,0.43,4,0.28,0.98,3000.0,132,3.28
1557,0.65,3,0.21,0.91,3.5,500,3.281
1558,0.43,7,0.56,1.3,39.0,1600,3.281
1559,0.57,8,0.56,0.98,5.0,570,3.289
1560,0.59,11,1.51,1.19,10.0,800,3.29
1561,0.66,12,0.84,0.91,7.0,620,3.295
1562,0.64,5,0.77,1.34,2.0,450,3.308
1563,0.42,7,0.85,1.3,39.0,1600,3.315
1564,0.58,11,0.74,1.19,10.0,800,3.316
1565,0.49,8,0.73,0.98,5.0,570,3.316
1566,0.36,7,0.31,1.3,39.0,1600,3.318
1567,0.47,9,0.52,1.14,3.15,550,3.322
1568,0.66,2,0.19,0.91,7.0,550,3.326
1569,0.5,7,0.79,1.3,39.0,1600,3.341
1570,0.59,7,0.53,1.3,39.0,1600,3.343
1571,0.55,12,1.04,0.91,7.0,620,3.346
1572,0.38,11,0.87,1.19,10.0,800,3.354
1573,0.53,7,0.76,1.3,39.0,1600,3.357
1574,0.57,2,0.18,0.91,7.0,550,3.36
1575,0.58,5,0.3,1.34,2.0,450,3.362
1576,0.66,9,0.48,1.14,3.15,550,3.365
1577,0.47,6,0.94,2.75,95.0,3300,3.366
1578,0.56,12,1.07,0.91,7.0,620,3.367
1579,0.59,7,0.68,1.3,39.0,1600,3.371
1580,0.37,6,1.12,2.75,95.0,3300,3.371
1581,0.35,3,0.5,0.91,3.5,500,3.372
1582,0.33,6,1.61,2.75,95.0,3300,3.377
1583,0.58,3,0.4,0.91,3.5,500,3.383
1584,0.44,7,0.87,1.3,39.0,1600,3.384
1585,0.45,3,0.46,0.91,3.5,500,3.388
1586,0.35,8,0.68,0.98,5.0,570,3.39
1587,0.42,9,0.89,1.14,3.15,550,3.392
1588,0.51,10,0.6,1.14,5.15,16,3.397
1589,0.63,5,0.72,1.34,2.0,450,3.397
1590,0.32,2,0.49,0.91,7.0,550,3.398
1591,0.49,3,0.52,0.91,3.5,500,3.404
1592,0.6,8,0.51,0.98,5.0,570,3.409
1593,0.3,4,0.17,0.98,3000.0,132,3.413
1594,0.63,9,0.34,1.14,3.15,550,3.415
1595,0.66,5,0.33,1.34,2.0,450,3.417
1596,0.61,8,0.51,0.98,5.0,570,3.419
1597,0.43,3,0.42,0.91,3.5,500,3.421
1598,0.4,7,0.86,1.3,39.0,1600,3.421
1599,0.66,2,0.43,0.91,7.0,550,3.423
1600,0.44,2,0.44,0.91,7.0,550,3.424
1601,0.53,12,1.16,0.91,7.0,620,3.426
1602,0.66,5,0.44,1.34,2.0,450,3.428
1603,0.5,2,0.37,0.91,7.0,550,3.429
1604,0.31,11,0.69,1.19,10.0,800,3.43
1605,0.66,11,0.87,1.19,10.0,800,3.436
1606,0.66,7,0.37,1.3,39.0,1600,3.438
1607,0.41,2,0.37,0.91,7.0,550,3.439
1608,0.46,7,1.15,1.3,39.0,1600,3.44
1609,0.5,5,0.6,1.34,2.0,450,3.446
1610,0.66,9,0.87,1.14,3.15,550,3.446
1611,0.66,12,0.83,0.91,7.0,620,3.452
1612,0.51,5,0.52,1.34,2.0,450,3.455
1613,0.52,5,0.46,1.34,2.0,450,3.459
1614,0.66,8,0.55,0.98,5.0,570,3.459
1615,0.56,2,0.37,0.91,7.0,550,3.461
1616,0.41,12,1.21,0.91,7.0,620,3.466
1617,0.45,4,0.37,0.98,3000.0,132,3.466
1618,0.61,11,0.64,1.19,10.0,800,3.469
1619,0.32,7,0.54,1.3,39.0,1600,3.471
1620,0.53,1,0.44,7.85,210.0,1000,3.473
1621,0.41,2,0.34,0.91,7.0,550,3.475
1622,0.53,5,0.54,1.34,2.0,450,3.477
1623,0.64,9,0.58,1.14,3.15,550,3.478
1624,0.6,7,0.93,1.3,39.0,1600,3.484
1625,0.63,3,0.13,0.91,3.5,500,3.485
1626,0.43,8,0.36,0.98,5.0,570,3.485
1627,0.62,3,0.47,0.91,3.5,500,3.486
1628,0.63,9,0.51,1.14,3.15,550,3.489
1629,0.51,12,1.36,0.91,7.0,620,3.493
1630,0.6,9,0.62,1.14,3.15,550,3.498
1631,0.4,2,0.38,0.91,7.0,550,3.501
1632,0.66,9,0.61,1.14,3.15,550,3.506
1633,0.6,3,0.33,0.91,3.5,500,3.511
1634,0.55,3,0.36,0.91,3.5,500,3.512
1635,0.59,11,0.77,1.19,10.0,800,3.518
1636,0.66,5,0.46,1.34,2.0,450,3.521
1637,0.5,5,0.43,1.34,2.0,450,3.522
1638,0.41,7,0.9,1.3,39.0,1600,3.523
1639,0.48,2,0.31,0.91,7.0,550,3.527
1640,0.66,11,1.03,1.19,10.0,800,3.535
1641,0.62,8,0.57,0.98,5.0,570,3.537
1642,0.55,8,0.64,0.98,5.0,570,3.538
1643,0.58,3,0.51,0.91,3.5,500,3.541
1644,0.66,9,0.52,1.14,3.15,550,3.543
1645,0.47,2,0.6,0.91,7.0,550,3.544
1646,0.58,8,0.66,0.98,5.0,570,3.544
1647,0.52,7,1.04,1.3,39.0,1600,3.544
1648,0.65,8,0.25,0.98,5.0,570,3.55
1649,0.66,3,0.38,0.91,3.5,500,3.556
1650,0.54,7,0.68,1.3,39.0,1600,3.558
1651,0.65,5,0.3,1.34,2.0,450,3.559
1652,0.55,5,0.7,1.34,2.0,450,3.561
1653,0.59,8,0.65,0.98,5.0,570,3.565
1654,0.63,8,0.44,0.98,5.0,570,3.565
1655,0.66,12,0.78,0.91,7.0,620,3.566
1656,0.44,3,0.45,0.91,3.5,500,3.566
1657,0.32,6,1.38,2.75,95.0,3300,3.571
1658,0.44,2,0.23,0.91,7.0,550,3.577
1659,0.56,9,0.68,1.14,3.15,550,3.578
1660,0.42,7,0.67,1.3,39.0,1600,3.58
1661,0.65,2,0.55,0.91,7.0,550,3.581
1662,0.31,9,1.41,1.14,3.15,550,3.582
1663,0.59,5,0.52,1.34,2.0,450,3.586
1664,0.31,6,1.37,2.75,95.0,3300,3.587
1665,0.66,12,0.84,0.91,7.0,620,3.589
1666,0.66,1,0.86,7.85,210.0,1000,3.595
1667,0.41,7,0.89,1.3,39.0,1600,3.596
1668,0.63,2,0.56,0.91,7.0,550,3.597
1669,0.52,2,0.39,0.91,7.0,550,3.598
1670,0.61,8,0.76,0.98,5.0,570,3.6
1671,0.66,3,0.25,0.91,3.5,500,3.6
1672,0.58,9,0.57,1.14,3.15,550,3.605
1673,0.38,2,0.64,0.91,7.0,550,3.605
1674,0.52,8,0.55,0.98,5.0,570,3.613
1675,0.58,2,0.54,0.91,7.0,550,3.617
1676,0.63,8,0.39,0.98,5.0,570,3.619
1677,0.57,6,1.51,2.75,95.0,3300,3.623
1678,0.62,11,1.03,1.19,10.0,800,3.626
1679,0.66,8,0.85,0.98,5.0,570,3.626
1680,0.31,5,1.27,1.34,2.0,450,3.627
1681,0.32,7,0.35,1.3,39.0,1600,3.63
1682,0.34,2,0.56,0.91,7.0,550,3.635
1683,0.66,11,0.5,1.19,10.0,800,3.635
1684,0.66,10,0.46,1.14,5.15,16,3.637
1685,0.56,3,0.77,0.91,3.5,500,3.637
1686,0.59,5,0.34,1.34,2.0,450,3.638
1687,0.56,9,0.73,1.14,3.15,550,3.651
1688,0.63,7,0.83,1.3,39.0,1600,3.652
1689,0.36,5,0.4,1.34,2.0,450,3.657
1690,0.62,5,1.14,1.34,2.0,450,3.663
1691,0.61,2,0.43,0.91,7.0,550,3.665
1692,0.42,6,1.03,2.75,95.0,3300,3.665
1693,0.35,8,0.66,0.98,5.0,570,3.669
1694,0.51,8,1.02,0.98,5.0,570,3.669
1695,0.66,12,0.66,0.91,7.0,620,3.671
1696,0.64,8,0.35,0.98,5.0,570,3.671
1697,0.34,9,0.44,1.14,3.15,550,3.672
1698,0.48,7,1.0,1.3,39.0,1600,3.673
1699,0.65,9,0.39,1.14,3.15,550,3.675
1700,0.66,3,0.42,0.91,3.5,500,3.677
1701,0.49,2,0.33,0.91,7.0,550,3.677
1702,0.63,11,0.77,1.19,10.0,800,3.682
1703,0.65,9,1.12,1.14,3.15,550,3.683
1704,0.61,5,0.68,1.34,2.0,450,3.684
1705,0.54,7,0.48,1.3,39.0,1600,3.689
1706,0.6,11,0.98,1.19,10.0,800,3.689
1707,0.56,3,0.44,0.91,3.5,500,3.692
1708,0.53,6,0.84,2.75,95.0,3300,3.699
1709,0.46,2,0.31,0.91,7.0,550,3.699
1710,0.66,11,0.9,1.19,10.0,800,3.701
1711,0.34,8,1.08,0.98,5.0,570,3.701
1712,0.62,2,0.56,0.91,7.0,550,3.705
1713,0.64,9,1.01,1.14,3.15,550,3.712
1714,0.66,9,0.34,1.14,3.15,550,3.712
1715,0.35,3,0.53,0.91,3.5,500,3.712
1716,0.52,5,0.6,1.34,2.0,450,3.713
1717,0.41,2,0.24,0.91,7.0,550,3.714
1718,0.34,2,0.18,0.91,7.0,550,3.719
1719,0.57,10,0.48,1.14,5.15,16,3.72
1720,0.66,3,0.23,0.91,3.5,500,3.72
1721,0.38,5,0.4,1.34,2.0,450,3.723
1722,0.36,7,0.79,1.3,39.0,1600,3.723
1723,0.3,6,1.36,2.75,95.0,3300,3.725
1724,0.58,7,1.01,1.3,39.0,1600,3.726
1725,0.63,1,0.29,7.85,210.0,1000,3.736
1726,0.63,7,0.5,1.3,39.0,1600,3.738
1727,0.44,8,0.56,0.98,5.0,570,3.748
1728,0.44,6,1.47,2.75,95.0,3300,3.75
1729,0.6,2,0.29,0.91,7.0,550,3.76
1730,0.3,6,1.13,2.75,95.0,3300,3.762
1731,0.58,2,0.49,0.91,7.0,550,3.762
1732,0.46,1,0.61,7.85,210.0,1000,3.769
1733,0.66,5,0.35,1.34,2.0,450,3.77
1734,0.66,9,0.42,1.14,3.15,550,3.772
1735,0.66,8,0.92,0.98,5.0,570,3.774
1736,0.38,7,0.61,1.3,39.0,1600,3.78
1737,0.49,9,0.6,1.14,3.15,550,3.781
1738,0.59,5,0.46,1.34,2.0,450,3.786
1739,0.59,2,0.54,0.91,7.0,550,3.789
1740,0.57,3,0.43,0.91,3.5,500,3.79
1741,0.5,11,0.75,1.19,10.0,800,3.79
1742,0.6,3,0.39,0.91,3.5,500,3.792
1743,0.36,3,0.62,0.91,3.5,500,3.793
1744,0.63,7,0.7,1.3,39.0,1600,3.794
1745,0.47,2,0.83,0.91,7.0,550,3.797
1746,0.64,9,0.64,1.14,3.15,550,3.799
1747,0.36,8,0.84,0.98,5.0,570,3.812
1748,0.51,9,1.06,1.14,3.15,550,3.817
1749,0.46,8,0.66,0.98,5.0,570,3.818
1750,0.47,6,0.61,2.75,95.0,3300,3.822
1751,0.52,6,1.33,2.75,95.0,3300,3.836
1752,0.54,9,0.78,1.14,3.15,550,3.836
1753,0.62,5,0.35,1.34,2.0,450,3.846
1754,0.64,12,0.95,0.91,7.0,620,3.858
1755,0.65,11,0.84,1.19,10.0,800,3.858
1756,0.49,11,1.07,1.19,10.0,800,3.859
1757,0.45,6,0.86,2.75,95.0,3300,3.861
1758,0.4,9,0.63,1.14,3.15,550,3.862
1759,0.33,2,0.3,0.91,7.0,550,3.872
1760,0.66,5,0.82,1.34,2.0,450,3.879
1761,0.4,9,1.02,1.14,3.15,550,3.883
1762,0.44,7,1.32,1.3,39.0,1600,3.907
1763,0.57,3,0.24,0.91,3.5,500,3.907
1764,0.46,2,0.25,0.91,7.0,550,3.909
1765,0.62,1,0.37,7.85,210.0,1000,3.91
1766,0.47,3,0.21,0.91,3.5,500,3.91
1767,0.66,5,0.48,1.34,2.0,450,3.92
1768,0.4,5,1.01,1.34,2.0,450,3.926
1769,0.65,5,0.41,1.34,2.0,450,3.929
1770,0.34,7,1.4,1.3,39.0,1600,3.931
1771,0.57,2,0.53,0.91,7.0,550,3.931
1772,0.4,2,0.82,0.91,7.0,550,3.934
1773,0.62,5,0.36,1.34,2.0,450,3.938
1774,0.52,9,0.53,1.14,3.15,550,3.939
1775,0.64,2,0.29,0.91,7.0,550,3.952
1776,0.29,6,1.14,2.75,95.0,3300,3.953
1777,0.39,4,0.4,0.98,3000.0,132,3.956
1778,0.65,5,0.8,1.34,2.0,450,3.96
1779,0.62,3,0.64,0.91,3.5,500,3.963
1780,0.48,9,1.1,1.14,3.15,550,3.97
1781,0.62,11,1.35,1.19,10.0,800,3.973
1782,0.66,5,0.55,1.34,2.0,450,3.974
1783,0.38,2,0.62,0.91,7.0,550,3.975
1784,0.44,6,1.4,2.75,95.0,3300,3.975
1785,0.47,6,1.42,2.75,95.0,3300,3.978
1786,0.34,6,1.15,2.75,95.0,3300,3.979
1787,0.38,6,1.13,2.75,95.0,3300,3.984
1788,0.64,9,1.21,1.14,3.15,550,3.987
1789,0.64,8,0.96,0.98,5.0,570,3.993
1790,0.63,1,0.22,7.85,210.0,1000,3.995
1791,0.61,3,0.41,0.91,3.5,500,3.996
1792,0.33,6,1.42,2.75,95.0,3300,4.003
1793,0.65,12,0.97,0.91,7.0,620,4.004
1794,0.41,7,0.77,1.3,39.0,1600,4.011
1795,0.66,5,0.65,1.34,2.0,450,4.013
1796,0.54,3,0.59,0.91,3.5,500,4.013
1797,0.58,5,0.28,1.34,2.0,450,4.013
1798,0.62,3,0.36,0.91,3.5,500,4.015
1799,0.66,8,0.69,0.98,5.0,570,4.015
1800,0.66,12,1.03,0.91,7.0,620,4.021
1801,0.53,5,0.56,1.34,2.0,450,4.028
1802,0.6,9,0.88,1.14,3.15,550,4.028
1803,0.63,9,0.76,1.14,3.15,550,4.03
1804,0.29,6,1.49,2.75,95.0,3300,4.031
1805,0.45,3,0.46,0.91,3.5,500,4.033
1806,0.58,7,0.45,1.3,39.0,1600,4.038
1807,0.65,3,0.26,0.91,3.5,500,4.039
1808,0.52,3,0.62,0.91,3.5,500,4.046
1809,0.63,3,0.68,0.91,3.5,500,4.051
1810,0.66,5,0.82,1.34,2.0,450,4.055
1811,0.56,1,0.53,7.85,210.0,1000,4.065
1812,0.63,6,0.76,2.75,95.0,3300,4.066
1813,0.66,2,0.4,0.91,7.0,550,4.073
1814,0.29,4,0.51,0.98,3000.0,132,4.078
1815,0.47,6,1.23,2.75,95.0,3300,4.084
1816,0.56,5,0.52,1.34,2.0,450,4.087
1817,0.47,6,1.04,2.75,95.0,3300,4.092
1818,0.37,2,0.57,0.91,7.0,550,4.093
1819,0.65,8,0.5,0.98,5.0,570,4.093
1820,0.65,2,0.53,0.91,7.0,550,4.095
1821,0.52,2,0.37,0.91,7.0,550,4.096
1822,0.63,11,0.76,1.19,10.0,800,4.096
1823,0.58,3,0.35,0.91,3.5,500,4.096
1824,0.66,3,0.15,0.91,3.5,500,4.097
1825,0.31,6,1.27,2.75,95.0,3300,4.098
1826,0.58,7,1.04,1.3,39.0,1600,4.099
1827,0.63,5,0.48,1.34,2.0,450,4.105
1828,0.37,7,0.82,1.3,39.0,1600,4.106
1829,0.3,7,1.02,1.3,39.0,1600,4.115
1830,0.65,8,1.09,0.98,5.0,570,4.121
1831,0.31,9,1.26,1.14,3.15,550,4.129
1832,0.59,3,0.62,0.91,3.5,500,4.133
1833,0.54,6,1.39,2.75,95.0,3300,4.134
1834,0.63,1,0.39,7.85,210.0,1000,4.136
1835,0.62,12,1.21,0.91,7.0,620,4.16
1836,0.47,1,0.51,7.85,210.0,1000,4.165
1837,0.62,3,0.47,0.91,3.5,500,4.169
1838,0.4,1,0.67,7.85,210.0,1000,4.172
1839,0.65,8,0.49,0.98,5.0,570,4.179
1840,0.35,3,0.57,0.91,3.5,500,4.182
1841,0.56,9,0.74,1.14,3.15,550,4.19
1842,0.66,8,0.76,0.98,5.0,570,4.198
1843,0.42,2,0.62,0.91,7.0,550,4.21
1844,0.57,9,0.76,1.14,3.15,550,4.211
1845,0.56,8,0.89,0.98,5.0,570,4.213
1846,0.58,3,0.6,0.91,3.5,500,4.219
1847,0.43,2,0.69,0.91,7.0,550,4.223
1848,0.65,1,0.43,7.85,210.0,1000,4.231
1849,0.64,12,1.2,0.91,7.0,620,4.234
1850,0.59,3,0.47,0.91,3.5,500,4.237
1851,0.64,5,0.19,1.34,2.0,450,4.237
1852,0.65,5,0.42,1.34,2.0,450,4.24
1853,0.43,6,1.2,2.75,95.0,3300,4.242
1854,0.57,6,1.14,2.75,95.0,3300,4.244
1855,0.6,7,0.89,1.3,39.0,1600,4.247
1856,0.62,7,1.2,1.3,39.0,1600,4.254
1857,0.48,5,0.87,1.34,2.0,450,4.255
1858,0.31,2,0.68,0.91,7.0,550,4.263
1859,0.5,3,0.45,0.91,3.5,500,4.263
1860,0.64,3,0.49,0.91,3.5,500,4.265
1861,0.35,6,1.26,2.75,95.0,3300,4.267
1862,0.31,6,1.08,2.75,95.0,3300,4.272
1863,0.49,7,0.76,1.3,39.0,1600,4.273
1864,0.66,3,0.54,0.91,3.5,500,4.274
1865,0.29,6,1.64,2.75,95.0,3300,4.276
1866,0.46,9,1.27,1.14,3.15,550,4.28
1867,0.59,3,0.98,0.91,3.5,500,4.291
1868,0.53,1,0.74,7.85,210.0,1000,4.302
1869,0.51,6,0.87,2.75,95.0,3300,4.31
1870,0.3,7,1.32,1.3,39.0,1600,4.314
1871,0.62,3,0.92,0.91,3.5,500,4.315
1872,0.42,8,0.83,0.98,5.0,570,4.32
1873,0.55,8,0.75,0.98,5.0,570,4.326
1874,0.58,3,0.36,0.91,3.5,500,4.334
1875,0.45,3,0.6,0.91,3.5,500,4.341
1876,0.66,3,0.5,0.91,3.5,500,4.348
1877,0.66,3,0.62,0.91,3.5,500,4.352
1878,0.45,7,1.08,1.3,39.0,1600,4.354
1879,0.66,11,1.35,1.19,10.0,800,4.354
1880,0.5,6,1.33,2.75,95.0,3300,4.354
1881,0.57,3,0.55,0.91,3.5,500,4.36
1882,0.51,8,0.78,0.98,5.0,570,4.361
1883,0.5,7,1.06,1.3,39.0,1600,4.362
1884,0.55,1,0.72,7.85,210.0,1000,4.363
1885,0.34,7,1.21,1.3,39.0,1600,4.367
1886,0.32,6,1.58,2.75,95.0,3300,4.388
1887,0.55,7,0.77,1.3,39.0,1600,4.389
1888,0.57,7,0.59,1.3,39.0,1600,4.391
1889,0.35,7,0.85,1.3,39.0,1600,4.393
1890,0.3,6,1.05,2.75,95.0,3300,4.394
1891,0.33,6,1.57,2.75,95.0,3300,4.394
1892,0.6,8,0.73,0.98,5.0,570,4.408
1893,0.62,5,0.47,1.34,2.0,450,4.411
1894,0.39,7,0.95,1.3,39.0,1600,4.417
1895,0.33,2,0.74,0.91,7.0,550,4.432
1896,0.39,5,0.62,1.34,2.0,450,4.435
1897,0.58,6,1.3,2.75,95.0,3300,4.435
1898,0.3,7,0.54,1.3,39.0,1600,4.44
1899,0.49,6,1.2,2.75,95.0,3300,4.442
1900,0.46,7,1.3,1.3,39.0,1600,4.447
1901,0.51,7,1.47,1.3,39.0,1600,4.447
1902,0.3,6,1.45,2.75,95.0,3300,4.46
1903,0.66,5,0.49,1.34,2.0,450,4.461
1904,0.59,12,1.0,0.91,7.0,620,4.463
1905,0.37,6,1.16,2.75,95.0,3300,4.482
1906,0.56,7,0.93,1.3,39.0,1600,4.482
1907,0.59,3,0.71,0.91,3.5,500,4.484
1908,0.63,9,1.3,1.14,3.15,550,4.491
1909,0.59,6,1.24,2.75,95.0,3300,4.492
1910,0.43,6,1.72,2.75,95.0,3300,4.5
1911,0.64,1,1.12,7.85,210.0,1000,4.503
1912,0.54,7,1.09,1.3,39.0,1600,4.507
1913,0.53,6,0.58,2.75,95.0,3300,4.509
1914,0.54,9,1.0,1.14,3.15,550,4.543
1915,0.46,7,0.79,1.3,39.0,1600,4.547
1916,0.45,5,0.67,1.34,2.0,450,4.555
1917,0.66,5,0.72,1.34,2.0,450,4.565
1918,0.66,7,1.32,1.3,39.0,1600,4.573
1919,0.59,5,1.05,1.34,2.0,450,4.579
1920,0.63,1,0.94,7.85,210.0,1000,4.58
1921,0.65,1,0.75,7.85,210.0,1000,4.583
1922,0.34,6,1.47,2.75,95.0,3300,4.586
1923,0.63,1,0.9,7.85,210.0,1000,4.593
1924,0.56,5,0.88,1.34,2.0,450,4.593
1925,0.33,6,1.21,2.75,95.0,3300,4.594
1926,0.59,3,0.43,0.91,3.5,500,4.597
1927,0.65,9,0.84,1.14,3.15,550,4.597
1928,0.57,9,1.02,1.14,3.15,550,4.62
1929,0.39,5,1.14,1.34,2.0,450,4.624
1930,0.65,1,0.76,7.85,210.0,1000,4.626
1931,0.43,6,1.95,2.75,95.0,3300,4.633
1932,0.62,8,0.87,0.98,5.0,570,4.634
1933,0.64,1,0.9,7.85,210.0,1000,4.637
1934,0.4,1,0.65,7.85,210.0,1000,4.641
1935,0.65,1,0.35,7.85,210.0,1000,4.659
1936,0.64,1,0.74,7.85,210.0,1000,4.662
1937,0.65,1,0.67,7.85,210.0,1000,4.672
1938,0.58,1,0.85,7.85,210.0,1000,4.676
1939,0.29,6,1.54,2.75,95.0,3300,4.678
1940,0.41,6,1.22,2.75,95.0,3300,4.685
1941,0.62,3,0.48,0.91,3.5,500,4.708
1942,0.58,3,0.72,0.91,3.5,500,4.708
1943,0.36,6,1.22,2.75,95.0,3300,4.708
1944,0.65,1,0.34,7.85,210.0,1000,4.731
1945,0.65,1,0.61,7.85,210.0,1000,4.737
1946,0.6,3,0.54,0.91,3.5,500,4.742
1947,0.64,11,0.62,1.19,10.0,800,4.754
1948,0.5,1,0.51,7.85,210.0,1000,4.762
1949,0.63,1,0.78,7.85,210.0,1000,4.765
1950,0.61,8,1.02,0.98,5.0,570,4.766
1951,0.33,3,0.72,0.91,3.5,500,4.769
1952,0.5,2,0.47,0.91,7.0,550,4.772
